frame,time_s,terrain_mean,splash_pixels,stem_color_pixels,upper_stem_pixels,stem_top_y
1271,21.183333,16.438,233,679,111,395.0
1272,21.2,16.441,250,774,118,391.0
1273,21.216667,16.434,266,808,126,387.0
1274,21.233333,16.443,260,729,128,384.0
1275,21.25,16.436,257,829,136,380.0
1276,21.266667,16.447,230,915,142,378.0
1277,21.283333,16.452,230,994,181,372.0
1278,21.3,16.458,232,1081,217,370.0
1279,21.316667,16.463,260,1060,201,368.0
1280,21.333333,16.47,270,1084,217,366.0
1281,21.35,16.47,256,1082,222,366.0
1282,21.366667,16.463,240,1071,208,364.0
1283,21.383333,16.485,246,990,131,356.0
1284,21.4,16.478,288,1067,144,356.0
1285,21.416667,16.486,351,1022,141,354.0
1286,21.433333,16.488,346,1052,155,354.0
1287,21.45,16.488,324,973,157,354.0
1288,21.466667,16.491,366,964,159,354.0
1289,21.483333,16.497,360,972,154,356.0
1290,21.5,16.511,351,996,168,356.0
1291,21.516667,16.515,326,1095,249,356.0
1292,21.533333,16.518,299,999,217,358.0
1293,21.55,16.513,301,981,191,360.0
1294,21.566667,16.513,334,898,165,360.0
1295,21.583333,16.503,276,879,166,360.0
1296,21.6,16.488,309,921,158,361.0
1297,21.616667,16.486,353,874,148,362.0
1298,21.633333,16.467,293,853,144,362.0
1299,21.65,16.454,311,909,161,362.0
1300,21.666667,16.453,295,845,139,364.0
1301,21.683333,16.446,242,933,151,364.0
1302,21.7,16.438,236,1008,152,363.0
1303,21.716667,16.439,243,1033,152,363.0
1304,21.733333,16.432,239,1037,152,363.0
1305,21.75,16.427,219,1065,152,364.0
1306,21.766667,16.431,244,1062,152,364.0
1307,21.783333,16.429,219,1083,165,364.0
1308,21.8,16.433,239,1058,172,364.0
1309,21.816667,16.436,247,1110,185,362.0
1310,21.833333,16.438,277,1139,204,363.0
1311,21.85,16.44,278,1091,145,362.0
1312,21.866667,16.448,301,1065,155,362.0
1313,21.883333,16.453,279,1020,164,362.0
1314,21.9,16.461,304,997,154,362.0
1315,21.916667,16.471,305,953,164,362.0
1316,21.933333,16.465,309,978,167,362.0
1317,21.95,16.465,349,920,156,361.0
1318,21.966667,16.474,316,981,213,362.0
1319,21.983333,16.477,323,974,194,362.0
1320,22.0,16.499,313,987,168,360.0
1321,22.016667,16.488,297,934,163,360.0
1322,22.033333,16.484,316,882,162,360.0
1323,22.05,16.475,310,893,164,360.0
1324,22.066667,16.478,319,968,163,360.0
1325,22.083333,16.475,293,978,184,360.0
1326,22.1,16.468,307,1021,211,360.0
1327,22.116667,16.462,305,865,202,360.0
1328,22.133333,16.461,316,926,225,360.0
1329,22.15,16.452,316,848,201,360.0
1330,22.166667,16.438,304,873,202,360.0
1331,22.183333,16.433,276,801,180,360.0
1332,22.2,16.413,291,852,176,360.0
1333,22.216667,16.399,313,905,205,360.0
1334,22.233333,16.396,271,849,134,362.0
1335,22.25,16.379,259,1049,170,374.0
1336,22.266667,16.373,245,719,183,380.0
1337,22.283333,16.368,167,504,0,593.0
1338,22.3,16.36,5722,486,8,458.0
1339,22.316667,16.361,5622,143,0,532.0
1340,22.333333,16.365,5717,1,0,-1
1341,22.35,16.372,5903,133,0,537.0
1342,22.366667,16.372,6013,145,0,529.0
1343,22.383333,16.379,5712,16,0,550.0
1344,22.4,16.379,6276,82,0,554.0
1345,22.416667,16.377,5936,122,0,546.0
1346,22.433333,16.384,6287,278,0,544.0
1347,22.45,16.396,6250,428,0,542.0
1348,22.466667,16.403,5485,551,0,542.0
1349,22.483333,16.407,5251,520,0,544.0
1350,22.5,16.406,5100,561,0,548.0
1351,22.516667,16.408,4509,459,0,552.0
1352,22.533333,16.405,4149,373,0,560.0
1353,22.55,16.405,3527,134,0,572.0
1354,22.566667,15.769,2117,128,0,535.0
1355,22.583333,14.967,1545,73,0,582.0
1356,22.6,15.301,1326,78,0,602.0
1357,22.616667,22.503,870,45,0,620.0
1358,22.633333,27.274,579,32,2,280.0
1359,22.65,31.535,170,4,0,668.0
1360,22.666667,36.179,362,0,0,-1
1361,22.683333,35.449,861,392,392,280.0
1362,22.7,33.857,1081,954,954,280.0
1363,22.716667,33.838,1470,1290,1290,280.0
1364,22.733333,33.359,1709,3808,3808,280.0
1365,22.75,33.6,1773,6042,6042,280.0
1366,22.766667,34.948,1836,6996,6996,280.0
1367,22.783333,35.898,1917,8030,7810,280.0
1368,22.8,36.166,1979,8698,7899,280.0
1369,22.816667,34.315,2000,11482,10276,280.0
1370,22.833333,32.46,1820,14471,13044,280.0
1371,22.85,30.375,1700,16332,13966,280.0
1372,22.866667,30.473,1550,16442,14069,280.0
1373,22.883333,30.42,1413,16383,14011,280.0
1374,22.9,30.425,1431,16437,14069,280.0
1375,22.916667,30.385,1433,16467,14092,280.0
1376,22.933333,30.371,1386,16467,14095,280.0
1377,22.95,30.417,1381,16487,14109,280.0
1378,22.966667,30.403,1376,16500,14113,280.0
1379,22.983333,30.391,1343,16506,14126,280.0
1380,23.0,30.27,1193,16727,14474,280.0
1381,23.016667,30.219,1209,16749,14489,280.0
1382,23.033333,30.203,1175,16754,14488,280.0
1383,23.05,30.244,1179,16729,14477,280.0
1384,23.066667,30.225,1182,16751,14475,280.0
1385,23.083333,30.236,1160,16805,14528,280.0
1386,23.1,30.285,1161,16859,14535,280.0
1387,23.116667,30.331,1156,16825,14506,280.0
1388,23.133333,30.288,1174,16888,14568,280.0
1389,23.15,30.243,1187,16750,14557,280.0
1390,23.166667,30.224,1187,16919,14691,280.0
1391,23.183333,30.237,1180,16880,14695,280.0
1392,23.2,30.189,1173,16879,14654,280.0
1393,23.216667,30.15,1178,16902,14668,280.0
1394,23.233333,30.133,1178,16822,14591,280.0
1395,23.25,30.117,1163,16918,14657,280.0
1396,23.266667,30.119,1195,16879,14625,280.0
1397,23.283333,30.111,1143,16788,14523,280.0
1398,23.3,30.103,1140,16933,14630,280.0
1399,23.316667,30.091,1153,16914,14608,280.0
1400,23.333333,30.077,1152,16838,14583,280.0
1401,23.35,30.067,1160,16850,14626,280.0
1402,23.366667,30.066,1194,16801,14553,280.0
1403,23.383333,30.058,1236,16898,14639,280.0
1404,23.4,30.033,1210,16829,14587,280.0
1405,23.416667,30.039,1193,16915,14676,280.0
1406,23.433333,30.034,1228,16782,14516,280.0
1407,23.45,30.031,1184,16851,14608,280.0
1408,23.466667,30.031,1212,16856,14596,280.0
1409,23.483333,30.026,1196,16872,14605,280.0
1410,23.5,30.024,1208,16842,14600,280.0
1411,23.516667,30.008,1159,16985,14731,280.0
1412,23.533333,30.016,1189,16973,14677,280.0
1413,23.55,30.024,1150,16997,14680,280.0
1414,23.566667,30.031,1185,16848,14642,280.0
1415,23.583333,30.014,1194,16894,14677,280.0
1416,23.6,29.959,1186,16901,14698,280.0
1417,23.616667,29.929,1219,16860,14633,280.0
1418,23.633333,29.963,1148,16999,14681,280.0
1419,23.65,30.014,1176,16929,14596,280.0
1420,23.666667,30.003,1169,16980,14648,280.0
1421,23.683333,29.962,1156,16949,14648,280.0
1422,23.7,29.913,1203,16997,14655,280.0
1423,23.716667,29.976,1188,16990,14631,280.0
1424,23.733333,30.1,1197,16997,14627,280.0
1425,23.75,30.195,1201,16878,14557,280.0
1426,23.766667,30.307,1193,16861,14550,280.0
1427,23.783333,30.215,1187,16928,14593,280.0
1428,23.8,30.207,1198,16913,14592,280.0
1429,23.816667,30.207,1165,17089,14762,280.0
1430,23.833333,30.209,1213,17009,14689,280.0
1431,23.85,30.213,1171,17039,14731,280.0
1432,23.866667,30.216,1218,17035,14717,280.0
1433,23.883333,30.208,1172,17053,14661,280.0
1434,23.9,30.202,1177,17072,14682,280.0
1435,23.916667,30.205,1190,17052,14714,280.0
1436,23.933333,30.215,1133,17088,14728,280.0
1437,23.95,30.214,1155,17064,14718,280.0
1438,23.966667,30.207,1123,17133,14716,280.0
1439,23.983333,30.198,1156,17136,14705,280.0
1440,24.0,30.218,1353,16749,14364,280.0
1441,24.016667,30.218,1380,16777,14368,280.0
1442,24.033333,30.213,1345,16831,14369,280.0
1443,24.05,30.192,1304,16980,14536,280.0
1444,24.066667,30.189,1230,16953,14552,280.0
1445,24.083333,30.194,1199,16990,14557,280.0
1446,24.1,30.148,1206,16993,14563,280.0
1447,24.116667,30.147,1199,16981,14557,280.0
1448,24.133333,30.146,1183,16999,14577,280.0
1449,24.15,30.15,1144,17024,14601,280.0
1450,24.166667,30.153,1193,17028,14606,280.0
1451,24.183333,30.153,1191,17020,14600,280.0
1452,24.2,30.152,1181,17052,14585,280.0
1453,24.216667,30.152,1183,17109,14576,280.0
1454,24.233333,30.152,1182,17075,14568,280.0
1455,24.25,30.152,1180,17101,14575,280.0
1456,24.266667,30.152,1174,17092,14571,280.0
1457,24.283333,30.286,1156,17224,14677,280.0
1458,24.3,30.263,1171,17189,14653,280.0
1459,24.316667,30.166,1410,17086,14569,280.0
1460,24.333333,30.164,1409,17094,14583,280.0
1461,24.35,30.164,1407,17095,14591,280.0
1462,24.366667,30.16,1408,17085,14581,280.0
1463,24.383333,30.155,1414,17123,14619,280.0
1464,24.4,30.157,1346,17072,14599,280.0
1465,24.416667,30.157,1405,17072,14599,280.0
1466,24.433333,30.162,1407,17060,14586,280.0
1467,24.45,30.163,1398,17060,14586,280.0
1468,24.466667,30.163,1399,17059,14586,280.0
1469,24.483333,30.164,1398,17066,14593,280.0
1470,24.5,30.164,1401,17071,14598,280.0
1471,24.516667,30.162,1406,17070,14598,280.0
1472,24.533333,30.161,1405,17115,14584,280.0
1473,24.55,30.161,1411,17115,14584,280.0
1474,24.566667,30.162,1403,17115,14583,280.0
1475,24.583333,29.976,1392,17701,14865,280.0
1476,24.6,29.514,1420,18357,15152,280.0
1477,24.616667,29.141,1439,19248,15722,280.0
1478,24.633333,28.774,1450,20091,16029,280.0
1479,24.65,28.555,1438,20579,16230,280.0
1480,24.666667,28.374,987,20908,16399,280.0
1481,24.683333,28.702,2070,20531,16180,280.0
1482,24.7,29.244,1963,19166,14529,280.0
1483,24.716667,28.868,2794,18766,14208,280.0
1484,24.733333,28.606,3244,19787,15311,280.0
1485,24.75,28.513,2571,20300,15830,280.0
1486,24.766667,28.508,2132,20669,16195,280.0
1487,24.783333,29.082,2146,20237,16007,280.0
1488,24.8,31.291,2063,18092,14867,280.0
1489,24.816667,32.724,1878,16985,14466,280.0
1490,24.833333,34.223,1695,14440,12834,280.0
1491,24.85,35.805,1581,11972,10580,280.0
1492,24.866667,36.668,1408,10009,8824,280.0
1493,24.883333,36.272,1310,9751,9015,280.0
1494,24.9,35.38,1079,8333,8283,280.0
1495,24.916667,34.448,1078,7970,7968,280.0
1496,24.933333,33.524,1030,7182,7162,280.0
1497,24.95,33.533,947,4810,4810,280.0
1498,24.966667,33.468,774,2493,2493,280.0
1499,24.983333,33.705,633,963,963,296.0
1500,25.0,33.869,523,603,603,280.0
1501,25.016667,35.942,499,189,189,280.0
1502,25.033333,35.371,484,0,0,-1
1503,25.05,32.056,455,0,0,-1
1504,25.066667,28.668,387,0,0,-1
1505,25.083333,25.217,295,0,0,-1
1506,25.1,21.615,233,0,0,-1
1507,25.116667,17.092,233,0,0,-1
1508,25.133333,15.219,233,0,0,-1
1509,25.15,15.652,233,0,0,-1
1510,25.166667,16.092,229,0,0,-1
1511,25.183333,16.249,228,0,0,-1
1512,25.2,16.253,227,0,0,-1
1513,25.216667,16.265,228,0,0,-1
1514,25.233333,16.268,226,0,0,-1
1515,25.25,16.276,225,0,0,-1
1516,25.266667,16.277,225,0,0,-1
1517,25.283333,16.277,225,0,0,-1
1518,25.3,16.279,224,0,0,-1
1519,25.316667,16.281,224,0,0,-1
1520,25.333333,16.284,224,0,0,-1
1521,25.35,16.286,224,0,0,-1
1522,25.366667,16.288,224,0,0,-1
1523,25.383333,16.29,224,0,0,-1
1524,25.4,16.292,224,0,0,-1
1525,25.416667,16.292,224,0,0,-1
1526,25.433333,16.296,224,0,0,-1
1527,25.45,16.293,224,0,0,-1
1528,25.466667,16.288,224,0,0,-1
1529,25.483333,16.285,224,0,0,-1
1530,25.5,16.281,224,0,0,-1
1531,25.516667,16.28,224,0,0,-1
1532,25.533333,16.272,225,0,0,-1
1533,25.55,16.27,225,0,0,-1
1534,25.566667,16.267,225,0,0,-1
1535,25.583333,16.26,225,0,0,-1
1536,25.6,16.251,226,0,0,-1
1537,25.616667,16.248,226,0,0,-1
1538,25.633333,16.249,226,0,0,-1
1539,25.65,16.238,226,0,0,-1
1540,25.666667,16.244,227,0,0,-1
1541,25.683333,16.238,227,0,0,-1
1542,25.7,16.241,227,0,0,-1
1543,25.716667,16.255,227,0,0,-1
1544,25.733333,16.26,227,0,0,-1
1545,25.75,16.278,227,0,0,-1
1546,25.766667,16.3,227,0,0,-1
1547,25.783333,16.32,226,0,0,-1
1548,25.8,16.341,226,0,0,-1
1549,25.816667,16.358,226,0,0,-1
1550,25.833333,16.372,226,0,0,-1
1551,25.85,16.389,226,0,0,-1
1552,25.866667,16.404,226,0,0,-1
1553,25.883333,16.409,226,0,0,-1
1554,25.9,16.475,226,0,0,-1
1555,25.916667,16.492,226,0,0,-1
1556,25.933333,16.491,226,0,0,-1
1557,25.95,16.48,226,0,0,-1
1558,25.966667,16.484,227,0,0,-1
1559,25.983333,16.47,227,0,0,-1
1560,26.0,16.475,227,0,0,-1
1561,26.016667,16.455,227,0,0,-1
1562,26.033333,16.466,227,0,0,-1
1563,26.05,16.434,227,0,0,-1
1564,26.066667,16.451,227,0,0,-1
1565,26.083333,16.421,227,0,0,-1
1566,26.1,16.45,227,0,0,-1
1567,26.116667,16.44,227,0,0,-1
1568,26.133333,16.446,241,0,0,-1
1569,26.15,16.434,227,0,0,-1
1570,26.166667,16.45,240,0,0,-1
1571,26.183333,16.46,233,0,0,-1
1572,26.2,16.421,238,0,0,-1
1573,26.216667,16.446,245,0,0,-1
1574,26.233333,16.483,246,0,0,-1
1575,26.25,16.469,262,0,0,-1
1576,26.266667,16.458,247,0,0,-1
1577,26.283333,16.494,290,0,0,-1
1578,26.3,16.479,288,0,0,-1
1579,26.316667,16.433,360,0,0,-1
1580,26.333333,16.444,237,0,0,-1
1581,26.35,16.503,270,102,0,618.0
1582,26.366667,16.519,571,401,0,620.0
1583,26.383333,16.536,452,444,0,598.0
1584,26.4,16.52,392,522,0,579.0
1585,26.416667,16.519,417,549,0,567.0
1586,26.433333,16.562,504,678,0,554.0
1587,26.45,16.526,366,769,0,548.0
1588,26.466667,16.518,272,715,0,544.0
1589,26.483333,16.505,229,753,0,540.0
1590,26.5,16.551,231,724,0,538.0
1591,26.516667,16.542,195,725,0,536.0
1592,26.533333,16.536,187,842,0,530.0
1593,26.55,16.524,185,884,0,526.0
1594,26.566667,16.523,160,858,0,527.0
1595,26.583333,16.484,144,799,0,504.0
1596,26.6,16.473,135,823,0,491.0
1597,26.616667,16.462,131,823,0,472.0
1598,26.633333,16.461,149,854,29,440.0
1599,26.65,16.456,121,866,88,404.0
1600,26.666667,16.45,137,889,148,372.0
1601,26.683333,16.43,98,940,177,370.0
1602,26.7,16.429,108,961,160,370.0
1603,26.716667,16.406,89,904,154,370.0
1604,26.733333,16.419,86,861,173,369.0
1605,26.75,16.453,172,889,152,370.0
1606,26.766667,16.416,162,767,110,372.0
1607,26.783333,16.439,136,804,161,372.0
1608,26.8,16.426,213,879,170,372.0
1609,26.816667,16.433,172,835,138,372.0
1610,26.833333,16.445,177,839,151,372.0
1611,26.85,16.449,209,887,172,372.0
1612,26.866667,16.467,172,860,127,370.0
1613,26.883333,16.477,194,857,121,368.0
1614,26.9,16.466,199,966,130,368.0
1615,26.916667,16.473,463,966,147,368.0
1616,26.933333,16.448,1009,856,139,366.0
1617,26.95,16.465,1429,872,172,364.0
1618,26.966667,16.47,2035,652,114,364.0
1619,26.983333,16.494,2710,615,151,362.0
1620,27.0,16.506,3583,543,155,362.0
1621,27.016667,16.499,4201,440,165,360.0
1622,27.033333,16.501,4758,409,162,360.0
1623,27.05,16.506,5101,407,159,360.0
1624,27.066667,16.506,5275,399,160,360.0
1625,27.083333,16.51,5704,321,121,360.0
1626,27.1,16.505,5964,331,148,360.0
1627,27.116667,16.515,6120,481,230,360.0
1628,27.133333,16.513,6365,309,97,360.0
1629,27.15,16.496,6406,403,200,359.0
1630,27.166667,16.499,6806,486,252,360.0
1631,27.183333,16.498,7122,383,142,360.0
1632,27.2,16.472,6992,477,253,360.0
1633,27.216667,16.457,6697,229,4,358.0
1634,27.233333,16.432,6828,425,130,360.0
1635,27.25,16.44,6510,532,244,360.0
1636,27.266667,16.433,6492,352,85,360.0
1637,27.283333,16.432,6281,398,121,360.0
1638,27.3,16.417,5834,394,153,360.0
1639,27.316667,16.422,5627,401,161,360.0
1640,27.333333,16.415,5100,431,209,360.0
1641,27.35,16.431,4612,407,189,360.0
1642,27.366667,16.423,4228,459,201,360.0
1643,27.383333,16.435,3917,525,227,360.0
1644,27.4,16.441,3840,376,100,360.0
1645,27.416667,16.459,3768,424,132,360.0
1646,27.433333,16.458,3633,519,211,360.0
1647,27.45,16.466,3591,447,142,360.0
1648,27.466667,16.483,3476,497,174,360.0
1649,27.483333,16.467,3165,504,189,360.0
1650,27.5,16.472,2951,599,196,360.0
1651,27.516667,16.468,2620,615,246,360.0
1652,27.533333,16.472,2440,663,246,360.0
1653,27.55,16.48,2262,760,232,360.0
1654,27.566667,16.488,2175,821,255,360.0
1655,27.583333,16.495,2062,635,164,360.0
1656,27.6,16.504,1962,697,214,360.0
1657,27.616667,16.495,1803,700,239,360.0
1658,27.633333,16.501,1678,539,112,360.0
1659,27.65,16.499,1459,600,182,360.0
1660,27.666667,16.497,1341,754,215,360.0
1661,27.683333,16.481,1225,735,184,360.0
1662,27.7,16.475,1059,786,211,360.0
1663,27.716667,16.461,1063,819,204,360.0
1664,27.733333,16.456,988,859,187,360.0
1665,27.75,16.449,955,948,214,360.0
1666,27.766667,16.445,877,938,119,360.0
1667,27.783333,16.428,885,1087,201,360.0
1668,27.8,16.421,843,1213,194,360.0
1669,27.816667,16.426,734,1297,135,360.0
1670,27.833333,16.43,637,1508,158,360.0
1671,27.85,16.428,564,1721,197,360.0
1672,27.866667,16.427,474,1729,173,360.0
1673,27.883333,16.422,527,2037,176,360.0
1674,27.9,16.422,473,2170,183,360.0
1675,27.916667,16.431,396,1803,202,360.0
1676,27.933333,16.44,361,1368,173,360.0
1677,27.95,16.45,334,1186,120,360.0
1678,27.966667,16.454,306,1314,207,360.0
1679,27.983333,16.466,282,1288,187,360.0
1680,28.0,16.499,259,1344,175,360.0
1681,28.016667,16.477,242,1441,183,360.0
1682,28.033333,16.501,239,1436,202,360.0
1683,28.05,16.482,235,1709,188,360.0
1684,28.066667,16.469,322,1646,183,360.0
1685,28.083333,16.482,269,1650,200,360.0
1686,28.1,16.486,351,1957,244,360.0
1687,28.116667,16.49,328,1638,176,360.0
1688,28.133333,16.493,316,1548,187,360.0
1689,28.15,16.494,323,1351,194,360.0
1690,28.166667,16.498,373,1198,185,360.0
1691,28.183333,16.507,332,1073,171,360.0
1692,28.2,16.512,375,1018,171,360.0
1693,28.216667,16.511,284,806,200,360.0
1694,28.233333,16.506,345,1015,219,360.0
1695,28.25,16.497,439,852,202,360.0
1696,28.266667,16.496,384,920,211,360.0
1697,28.283333,16.478,369,962,229,360.0
1698,28.3,16.467,332,922,175,360.0
1699,28.316667,16.459,309,726,91,364.0
1700,28.333333,16.453,252,667,150,369.0
1701,28.35,16.444,267,688,149,370.0
1702,28.366667,16.436,263,670,138,378.0
1703,28.383333,16.432,256,649,131,384.0
1704,28.4,16.427,276,677,118,392.0
1705,28.416667,16.423,249,608,113,400.0
1706,28.433333,16.424,272,457,112,406.0
1707,28.45,16.424,233,456,120,413.0
1708,28.466667,16.427,215,471,99,416.0
1709,28.483333,16.428,238,411,86,420.0
1710,28.5,16.439,225,409,55,426.0
1711,28.516667,16.441,199,402,74,428.0
1712,28.533333,16.451,207,462,59,432.0
1713,28.55,16.463,188,427,53,434.0
1714,28.566667,16.469,193,459,51,436.0
1715,28.583333,16.486,189,375,46,438.0
1716,28.6,16.481,209,434,46,438.0
1717,28.616667,16.493,194,404,43,442.0
1718,28.633333,16.492,189,360,46,444.0
1719,28.65,16.494,184,410,54,446.0
1720,28.666667,16.498,194,418,51,446.0
1721,28.683333,16.503,193,418,37,448.0
1722,28.7,16.493,146,414,37,449.0
1723,28.716667,16.506,196,437,34,450.0
1724,28.733333,16.507,189,427,21,450.0
1725,28.75,16.506,198,462,20,450.0
1726,28.766667,16.507,215,438,20,450.0
1727,28.783333,16.503,178,451,22,449.0
1728,28.8,16.497,209,443,24,448.0
1729,28.816667,16.49,188,485,32,446.0
1730,28.833333,16.478,175,542,46,444.0
1731,28.85,16.473,168,491,41,440.0
1732,28.866667,16.463,217,535,52,434.0
1733,28.883333,16.457,211,659,81,430.0
1734,28.9,16.445,209,654,82,426.0
1735,28.916667,16.441,233,654,80,418.0
1736,28.933333,16.438,233,644,81,414.0
1737,28.95,16.429,241,612,46,435.0
1738,28.966667,16.426,201,540,32,404.0
1739,28.983333,16.423,208,711,104,400.0
1740,29.0,16.451,198,637,111,396.0
1741,29.016667,16.429,206,676,115,390.0
1742,29.033333,16.448,219,690,123,387.0
1743,29.05,16.429,217,761,128,384.0
1744,29.066667,16.465,227,850,137,379.0
1745,29.083333,16.445,202,823,143,376.0
1746,29.1,16.445,190,986,208,372.0
1747,29.116667,16.454,189,947,188,370.0
1748,29.133333,16.461,217,998,175,366.0
1749,29.15,16.471,229,962,159,362.0
1750,29.166667,16.472,233,936,151,360.0
1751,29.183333,16.483,260,899,124,358.0
1752,29.2,16.483,283,935,141,356.0
1753,29.216667,16.482,296,965,125,355.0
1754,29.233333,16.481,336,916,127,354.0
1755,29.25,16.491,323,916,137,354.0
1756,29.266667,16.494,320,922,141,354.0
1757,29.283333,16.492,326,926,145,354.0
1758,29.3,16.501,297,965,147,356.0
1759,29.316667,16.498,303,957,167,356.0
1760,29.333333,16.501,274,1003,231,356.0
1761,29.35,16.496,271,903,175,357.0
1762,29.366667,16.486,271,928,170,358.0
1763,29.383333,16.476,269,922,165,360.0
1764,29.4,16.459,252,934,165,360.0
1765,29.416667,16.457,262,937,163,360.0
1766,29.433333,16.441,275,943,155,362.0
1767,29.45,16.444,270,928,150,362.0
1768,29.466667,16.442,305,932,158,362.0
1769,29.483333,16.437,279,948,174,363.0
1770,29.5,16.436,282,932,141,363.0
1771,29.516667,16.43,263,876,144,362.0
1772,29.533333,16.423,237,981,155,362.0
1773,29.55,16.433,265,1058,157,362.0
1774,29.566667,16.431,263,1059,160,362.0
1775,29.583333,16.439,274,1107,171,362.0
1776,29.6,16.437,277,1073,173,362.0
1777,29.616667,16.446,264,1085,182,362.0
1778,29.633333,16.45,275,1079,186,362.0
1779,29.65,16.463,262,1116,201,362.0
1780,29.666667,16.466,303,1049,161,362.0
1781,29.683333,16.476,323,979,155,362.0
1782,29.7,16.474,306,953,164,362.0
1783,29.716667,16.478,294,876,154,362.0
1784,29.733333,16.486,299,891,162,362.0
1785,29.75,16.491,312,924,169,361.0
1786,29.766667,16.489,332,843,155,360.0
1787,29.783333,16.488,309,936,200,360.0
1788,29.8,16.496,320,929,200,360.0
1789,29.816667,16.501,308,906,195,360.0
1790,29.833333,16.504,297,895,163,360.0
1791,29.85,16.509,282,936,161,360.0
1792,29.866667,16.501,297,903,160,360.0
1793,29.883333,16.508,267,880,158,359.0
1794,29.9,16.501,297,885,175,360.0
1795,29.916667,16.499,295,952,194,360.0
1796,29.933333,16.488,305,895,208,359.0
1797,29.95,16.484,307,935,173,360.0
1798,29.966667,16.468,322,917,200,360.0
1799,29.983333,16.464,317,925,199,360.0
1800,30.0,16.471,309,948,205,360.0
1801,30.016667,16.444,295,995,214,360.0
1802,30.033333,16.467,297,973,185,360.0
1803,30.05,16.427,309,1011,201,360.0
1804,30.066667,16.456,348,974,213,360.0
1805,30.083333,16.432,332,994,169,360.0
1806,30.1,16.427,360,995,165,360.0
1807,30.116667,16.431,361,989,192,360.0
1808,30.133333,16.432,343,981,202,360.0
1809,30.15,16.432,330,987,215,360.0
1810,30.166667,16.434,353,1009,238,360.0
1811,30.183333,16.449,355,1018,218,360.0
1812,30.2,16.456,323,1033,245,360.0
1813,30.216667,16.471,291,1027,186,360.0
1814,30.233333,16.476,292,932,121,368.0
1815,30.25,16.476,254,910,144,371.0
1816,30.266667,16.483,233,931,139,378.0
1817,30.283333,16.486,227,847,131,384.0
1818,30.3,16.492,235,715,116,390.0
1819,30.316667,16.486,228,692,117,398.0
1820,30.333333,16.491,223,584,115,406.0
1821,30.35,16.49,214,629,103,410.0
1822,30.366667,16.497,216,686,119,420.0
1823,30.383333,16.5,202,627,121,419.0
1824,30.4,16.505,210,548,98,424.0
1825,30.416667,16.507,186,530,89,426.0
1826,30.433333,16.503,204,489,56,432.0
1827,30.45,16.51,198,499,54,434.0
1828,30.466667,16.497,191,490,49,436.0
1829,30.483333,16.49,221,433,48,436.0
1830,30.5,16.481,206,452,46,438.0
1831,30.516667,16.463,195,416,40,442.0
1832,30.533333,16.467,181,430,44,444.0
1833,30.55,16.456,188,461,38,446.0
1834,30.566667,16.443,180,474,42,448.0
1835,30.583333,16.444,192,485,38,448.0
1836,30.6,16.432,191,490,37,448.0
1837,30.616667,16.439,194,455,34,450.0
1838,30.633333,16.432,200,463,33,450.0
1839,30.65,16.436,181,476,35,450.0
1840,30.666667,16.437,191,488,36,450.0
1841,30.683333,16.427,183,513,35,450.0
1842,30.7,16.441,188,506,42,448.0
1843,30.716667,16.441,185,513,47,446.0
1844,30.733333,16.45,187,551,37,444.0
1845,30.75,16.451,212,499,40,440.0
1846,30.766667,16.463,183,570,70,434.0
1847,30.783333,16.464,209,585,85,430.0
1848,30.8,16.474,201,547,74,426.0
1849,30.816667,16.483,184,485,75,418.0
1850,30.833333,16.479,185,552,95,414.0
1851,30.85,16.48,205,643,119,410.0
1852,30.866667,16.484,210,570,100,404.0
1853,30.883333,16.484,191,618,109,400.0
1854,30.9,16.493,185,642,109,396.0
1855,30.916667,16.5,216,678,119,390.0
1856,30.933333,16.499,243,707,124,388.0
1857,30.95,16.504,197,756,140,384.0
1858,30.966667,16.502,224,726,135,380.0
1859,30.983333,16.511,192,784,145,376.0
1860,31.0,16.528,204,938,196,372.0
1861,31.016667,16.504,224,901,173,370.0
1862,31.033333,16.493,212,948,189,366.0
1863,31.05,16.49,234,1016,171,362.0
1864,31.066667,16.477,252,1013,130,360.0
1865,31.083333,16.463,280,1057,146,358.0
1866,31.1,16.457,260,1110,148,356.0
1867,31.116667,16.451,274,1076,127,356.0
1868,31.133333,16.429,243,1068,121,354.0
1869,31.15,16.438,295,1069,138,354.0
1870,31.166667,16.43,307,1057,135,354.0
1871,31.183333,16.434,313,1065,150,354.0
1872,31.2,16.431,296,1051,137,356.0
1873,31.216667,16.436,323,1057,139,356.0
1874,31.233333,16.434,300,1123,226,358.0
1875,31.25,16.444,317,1148,174,358.0
1876,31.266667,16.445,297,1134,172,359.0
1877,31.283333,16.439,288,1140,166,360.0
1878,31.3,16.453,297,1067,167,360.0
1879,31.316667,16.455,287,1044,163,360.0
1880,31.333333,16.465,257,995,153,362.0
1881,31.35,16.467,287,905,173,362.0
1882,31.366667,16.472,301,913,165,362.0
1883,31.383333,16.481,296,817,115,362.0
1884,31.4,16.479,282,896,185,363.0
1885,31.416667,16.487,271,901,151,363.0
1886,31.433333,16.488,265,950,156,362.0
1887,31.45,16.488,284,983,158,362.0
1888,31.466667,16.492,277,938,158,362.0
1889,31.483333,16.494,293,940,160,362.0
1890,31.5,16.502,291,895,174,362.0
1891,31.516667,16.501,276,917,175,362.0
1892,31.533333,16.497,292,945,181,362.0
