frame,time_s,terrain_mean,splash_pixels,stem_color_pixels,upper_stem_pixels,stem_top_y
626,10.433333,32.695,1205,13392,12334,280.0
627,10.45,32.761,1225,13000,11957,280.0
628,10.466667,32.973,1257,12525,11610,280.0
629,10.483333,33.167,1217,12072,11267,280.0
630,10.5,33.344,1311,11628,10946,280.0
631,10.516667,33.536,1338,11424,10825,280.0
632,10.533333,33.572,1376,10921,10390,280.0
633,10.55,33.7,1327,10605,10165,280.0
634,10.566667,33.799,1348,10331,9941,280.0
635,10.583333,33.928,1582,9974,9678,280.0
636,10.6,34.175,598,9685,9483,280.0
637,10.616667,34.316,612,9160,9031,280.0
638,10.633333,34.288,497,8775,8677,280.0
639,10.65,31.926,548,8548,8466,280.0
640,10.666667,28.961,1037,8526,8437,280.0
641,10.683333,26.671,1484,8523,8448,280.0
642,10.7,25.549,1434,9093,9016,280.0
643,10.716667,25.49,1537,9547,9453,280.0
644,10.733333,26.433,1342,9821,9674,280.0
645,10.75,28.439,1455,10379,10105,280.0
646,10.766667,30.496,1458,10976,10560,280.0
647,10.783333,31.558,1480,11436,10928,280.0
648,10.8,32.302,1508,12247,11569,280.0
649,10.816667,32.86,1543,12844,12086,280.0
650,10.833333,32.858,1453,13361,12451,280.0
651,10.85,32.704,1441,14053,13035,280.0
652,10.866667,32.611,1520,14545,13483,280.0
653,10.883333,32.467,1515,15009,13901,280.0
654,10.9,32.338,1501,15162,14023,280.0
655,10.916667,32.244,1588,15299,14147,280.0
656,10.933333,32.289,1521,15496,14323,280.0
657,10.95,32.707,1705,13279,12285,280.0
658,10.966667,32.628,1647,13258,12321,280.0
659,10.983333,32.598,1541,13215,12277,280.0
660,11.0,32.387,1580,13263,12334,280.0
661,11.016667,32.392,1512,13280,12363,280.0
662,11.033333,32.403,1538,13215,12312,280.0
663,11.05,32.415,1548,13264,12356,280.0
664,11.066667,32.417,1566,13277,12363,280.0
665,11.083333,32.411,1589,13274,12358,280.0
666,11.1,32.405,1603,13272,12354,280.0
667,11.116667,32.399,1577,13221,12277,280.0
668,11.133333,32.397,1555,13314,12339,280.0
669,11.15,32.397,1553,13318,12353,280.0
670,11.166667,32.261,1638,14414,13340,280.0
671,11.183333,31.94,1612,14997,13883,280.0
672,11.2,31.284,1659,15838,14289,280.0
673,11.216667,30.898,1656,16438,14410,280.0
674,11.233333,30.481,1679,17286,14815,280.0
675,11.25,30.328,1287,17272,14774,280.0
676,11.266667,30.447,2275,16784,14484,280.0
677,11.283333,31.053,2076,15796,12710,280.0
678,11.3,30.877,2379,15836,13251,280.0
679,11.316667,30.521,3231,16351,13860,280.0
680,11.333333,30.435,2703,17042,14531,280.0
681,11.35,30.431,2232,17307,14809,280.0
682,11.366667,30.416,2156,17346,14833,280.0
683,11.383333,30.385,1965,17480,14963,280.0
684,11.4,30.386,1956,17414,14939,280.0
685,11.416667,30.385,1943,17407,14911,280.0
686,11.433333,30.381,1928,17249,14732,280.0
687,11.45,30.38,1936,17371,14739,280.0
688,11.466667,30.376,1907,17402,14746,280.0
689,11.483333,30.37,1820,17437,14734,280.0
690,11.5,30.364,1848,17399,14750,280.0
691,11.516667,30.349,1793,17356,14728,280.0
692,11.533333,30.337,1735,17350,14680,280.0
693,11.55,30.333,1772,17408,14717,280.0
694,11.566667,30.332,1742,17329,14666,280.0
695,11.583333,30.327,1718,17424,14734,280.0
696,11.6,30.31,1708,17335,14718,280.0
697,11.616667,30.281,1666,17314,14650,280.0
698,11.633333,30.275,1708,17311,14699,280.0
699,11.65,30.272,1692,17346,14733,280.0
700,11.666667,30.273,1679,17409,14772,280.0
701,11.683333,30.267,1714,17353,14724,280.0
702,11.7,30.265,1760,17323,14729,280.0
703,11.716667,30.264,1748,17310,14689,280.0
704,11.733333,30.247,1767,17273,14661,280.0
705,11.75,31.389,1790,16657,14529,280.0
706,11.766667,32.951,1767,14608,13177,280.0
707,11.783333,34.376,1706,12332,11022,280.0
708,11.8,35.915,1647,9928,8799,280.0
709,11.816667,36.172,1519,9347,8679,280.0
710,11.833333,36.041,1492,8305,8028,280.0
711,11.85,35.403,1326,7580,7537,280.0
712,11.866667,34.352,1336,7250,7243,280.0
713,11.883333,33.39,1252,5711,5704,280.0
714,11.9,33.494,1139,3560,3560,280.0
715,11.916667,33.965,925,1569,1569,280.0
716,11.933333,34.515,681,680,680,283.0
717,11.95,34.616,626,433,433,280.0
718,11.966667,36.149,307,131,131,280.0
719,11.983333,36.126,231,0,0,-1
720,12.0,32.681,228,0,0,-1
721,12.016667,29.056,228,0,0,-1
722,12.033333,25.028,228,0,0,-1
723,12.05,21.099,228,0,0,-1
724,12.066667,18.747,228,0,0,-1
725,12.083333,15.581,228,0,0,-1
726,12.1,15.205,228,0,0,-1
727,12.116667,15.901,228,0,0,-1
728,12.133333,16.318,227,0,0,-1
729,12.15,16.379,228,0,0,-1
730,12.166667,16.377,227,0,0,-1
731,12.183333,16.367,228,0,0,-1
732,12.2,16.375,227,0,0,-1
733,12.216667,16.382,225,0,0,-1
734,12.233333,16.38,225,0,0,-1
735,12.25,16.374,224,0,0,-1
736,12.266667,16.368,224,0,0,-1
737,12.283333,16.369,224,0,0,-1
738,12.3,16.364,224,0,0,-1
739,12.316667,16.364,224,0,0,-1
740,12.333333,16.355,224,0,0,-1
741,12.35,16.352,225,0,0,-1
742,12.366667,16.351,225,0,0,-1
743,12.383333,16.351,225,0,0,-1
744,12.4,16.349,225,0,0,-1
745,12.416667,16.35,225,0,0,-1
746,12.433333,16.359,225,0,0,-1
747,12.45,16.366,225,0,0,-1
748,12.466667,16.396,225,0,0,-1
749,12.483333,16.468,226,0,0,-1
750,12.5,16.463,226,0,0,-1
751,12.516667,16.481,226,0,0,-1
752,12.533333,16.45,226,0,0,-1
753,12.55,16.479,226,0,0,-1
754,12.566667,16.476,226,0,0,-1
755,12.583333,16.471,226,0,0,-1
756,12.6,16.478,226,0,0,-1
757,12.616667,16.473,226,0,0,-1
758,12.633333,16.475,226,0,0,-1
759,12.65,16.461,226,0,0,-1
760,12.666667,16.449,226,0,0,-1
761,12.683333,16.449,226,0,0,-1
762,12.7,16.434,226,0,0,-1
763,12.716667,16.435,368,0,0,-1
764,12.733333,16.415,302,0,0,-1
765,12.75,16.4,240,0,0,-1
766,12.766667,16.404,237,0,0,-1
767,12.783333,16.382,262,0,0,-1
768,12.8,16.459,285,0,0,-1
769,12.816667,16.399,296,0,0,-1
770,12.833333,16.401,282,0,0,-1
771,12.85,16.382,270,0,0,-1
772,12.866667,16.404,305,0,0,-1
773,12.883333,16.411,346,0,0,-1
774,12.9,16.37,376,0,0,-1
775,12.916667,16.401,254,0,0,-1
776,12.933333,16.465,279,1,0,-1
777,12.95,16.488,528,103,0,638.0
778,12.966667,16.468,499,415,0,618.0
779,12.983333,16.503,555,521,0,594.0
780,13.0,16.506,474,527,0,492.0
781,13.016667,16.49,477,629,0,564.0
782,13.033333,16.487,310,705,1,558.0
783,13.05,16.463,278,719,3,550.0
784,13.066667,16.509,244,711,3,450.0
785,13.083333,16.439,198,784,0,543.0
786,13.1,16.5,186,740,0,541.0
787,13.116667,16.478,171,790,0,538.0
788,13.133333,16.502,169,799,0,530.0
789,13.15,16.485,148,776,0,527.0
790,13.166667,16.514,171,754,0,508.0
791,13.183333,16.496,151,708,0,496.0
792,13.2,16.494,166,738,0,472.0
793,13.216667,16.49,146,792,17,448.0
794,13.233333,16.482,142,793,67,418.0
795,13.25,16.483,129,889,173,372.0
796,13.266667,16.464,157,828,162,372.0
797,13.283333,16.459,147,802,165,370.0
798,13.3,16.427,112,759,152,370.0
799,13.316667,16.415,124,906,181,370.0
800,13.333333,16.409,153,850,181,370.0
801,13.35,16.416,163,866,164,371.0
802,13.366667,16.414,145,893,153,372.0
803,13.383333,16.421,164,807,152,372.0
804,13.4,16.393,198,838,155,372.0
805,13.416667,16.397,197,875,171,372.0
806,13.433333,16.393,186,824,168,372.0
807,13.45,16.399,238,834,156,372.0
808,13.466667,16.427,228,894,141,376.0
809,13.483333,16.412,245,961,116,368.0
810,13.5,16.425,512,1027,150,368.0
811,13.516667,16.426,802,987,149,366.0
812,13.533333,16.442,1471,822,167,364.0
813,13.55,16.463,2029,698,142,364.0
814,13.566667,16.45,2660,686,144,362.0
815,13.583333,16.476,3820,474,150,362.0
816,13.6,16.474,4489,542,159,362.0
817,13.616667,16.483,4826,461,154,360.0
818,13.633333,16.48,5117,529,162,360.0
819,13.65,16.493,5287,470,159,360.0
820,13.666667,16.484,5431,428,180,360.0
821,13.683333,16.49,5593,359,164,360.0
822,13.7,16.5,5865,382,167,360.0
823,13.716667,16.507,5960,520,260,360.0
824,13.733333,16.513,6167,389,167,360.0
825,13.75,16.511,6434,345,99,360.0
826,13.766667,16.549,6177,492,249,360.0
827,13.783333,16.542,6164,414,170,360.0
828,13.8,16.514,5964,254,48,405.0
829,13.816667,16.487,5862,201,0,528.0
830,13.833333,16.464,5860,374,92,381.0
831,13.85,16.456,5762,376,153,362.0
832,13.866667,16.444,5652,395,159,360.0
833,13.883333,16.438,5265,381,128,360.0
834,13.9,16.426,4865,526,229,360.0
835,13.916667,16.431,4222,450,170,360.0
836,13.933333,16.411,3870,387,128,360.0
837,13.95,16.418,3638,509,233,360.0
838,13.966667,16.419,3524,489,183,360.0
839,13.983333,16.425,3466,423,162,360.0
840,14.0,16.438,3277,457,185,360.0
841,14.016667,16.416,3067,472,169,360.0
842,14.033333,16.452,3076,444,182,360.0
843,14.05,16.435,2980,546,196,360.0
844,14.066667,16.465,2956,548,182,360.0
845,14.083333,16.438,2848,699,235,360.0
846,14.1,16.475,2482,677,197,360.0
847,14.116667,16.457,2118,712,256,360.0
848,14.133333,16.489,2042,667,207,360.0
849,14.15,16.464,1932,683,233,360.0
850,14.166667,16.468,1755,641,249,360.0
851,14.183333,16.478,1682,523,151,360.0
852,14.2,16.482,1646,623,176,360.0
853,14.216667,16.475,1466,645,225,360.0
854,14.233333,16.482,1349,527,119,360.0
855,14.25,16.478,1231,556,127,360.0
856,14.266667,16.478,1187,695,186,360.0
857,14.283333,16.48,1083,694,163,360.0
858,14.3,16.481,1028,716,178,360.0
859,14.316667,16.484,1006,857,228,360.0
860,14.333333,16.482,907,750,140,360.0
861,14.35,16.475,854,951,190,360.0
862,14.366667,16.48,873,1150,105,360.0
863,14.383333,16.464,763,1276,137,360.0
864,14.4,16.454,690,1357,222,360.0
865,14.416667,16.447,597,1378,130,360.0
866,14.433333,16.445,530,2061,155,360.0
867,14.45,16.438,465,1996,134,360.0
868,14.466667,16.432,454,2124,144,360.0
869,14.483333,16.429,469,1904,183,360.0
870,14.5,16.424,395,1443,151,360.0
871,14.516667,16.428,346,1192,158,360.0
872,14.533333,16.43,308,1218,196,360.0
873,14.55,16.429,278,1220,163,360.0
874,14.566667,16.429,324,1290,148,360.0
875,14.583333,16.437,277,1409,214,360.0
876,14.6,16.445,269,1421,169,360.0
877,14.616667,16.441,286,1489,168,360.0
878,14.633333,16.459,285,1799,167,360.0
879,14.65,16.464,310,1804,142,360.0
880,14.666667,16.475,328,1565,195,360.0
881,14.683333,16.47,335,1771,174,360.0
882,14.7,16.47,377,1703,128,360.0
883,14.716667,16.476,337,1779,192,360.0
884,14.733333,16.483,360,1594,131,360.0
885,14.75,16.48,384,1350,145,360.0
886,14.766667,16.493,399,1251,220,360.0
887,14.783333,16.499,353,1017,171,360.0
888,14.8,16.504,399,1022,164,360.0
889,14.816667,16.5,364,909,171,360.0
890,14.833333,16.499,418,869,149,360.0
891,14.85,16.508,463,895,187,360.0
892,14.866667,16.509,376,776,162,360.0
893,14.883333,16.516,352,915,157,360.0
894,14.9,16.513,336,849,226,360.0
895,14.916667,16.5,384,814,198,360.0
896,14.933333,16.486,324,769,175,360.0
897,14.95,16.483,354,833,226,360.0
898,14.966667,16.47,365,801,189,360.0
899,14.983333,16.454,341,755,173,360.0
900,15.0,16.469,296,856,198,360.0
901,15.016667,16.459,285,862,182,360.0
902,15.033333,16.469,299,875,183,360.0
903,15.05,16.454,300,937,197,360.0
904,15.066667,16.427,333,889,193,360.0
905,15.083333,16.424,320,935,226,360.0
906,15.1,16.433,317,891,200,360.0
907,15.116667,16.416,330,847,175,360.0
908,15.133333,16.423,350,955,225,360.0
909,15.15,16.43,381,879,169,360.0
910,15.166667,16.439,388,849,155,360.0
911,15.183333,16.44,359,909,185,360.0
912,15.2,16.455,364,876,180,360.0
913,15.216667,16.462,359,939,204,360.0
914,15.233333,16.479,370,917,185,360.0
915,15.25,16.486,330,851,185,360.0
916,15.266667,16.487,335,913,227,360.0
917,15.283333,16.494,333,826,169,360.0
918,15.3,16.496,326,860,170,360.0
919,15.316667,16.488,371,843,236,360.0
920,15.333333,16.492,378,830,174,360.0
921,15.35,16.497,371,831,161,360.0
922,15.366667,16.499,387,876,207,360.0
923,15.383333,16.51,343,834,189,360.0
924,15.4,16.507,343,905,243,360.0
925,15.416667,16.513,367,863,222,360.0
926,15.433333,16.512,354,861,216,360.0
927,15.45,16.508,330,891,243,360.0
928,15.466667,16.506,354,831,190,360.0
929,15.483333,16.485,315,850,179,360.0
930,15.5,16.487,328,872,230,360.0
931,15.516667,16.473,351,801,191,360.0
932,15.533333,16.461,332,822,163,360.0
933,15.55,16.459,336,898,199,360.0
934,15.566667,16.445,317,944,178,360.0
935,15.583333,16.438,325,975,228,360.0
936,15.6,16.435,353,966,197,360.0
937,15.616667,16.431,313,976,190,360.0
938,15.633333,16.434,323,1024,238,360.0
939,15.65,16.433,322,996,223,360.0
940,15.666667,16.434,350,984,176,360.0
941,15.683333,16.436,331,1053,232,360.0
942,15.7,16.439,379,997,189,360.0
943,15.716667,16.445,366,967,177,360.0
944,15.733333,16.444,355,1007,202,360.0
945,15.75,16.459,365,945,173,360.0
946,15.766667,16.458,331,1000,228,360.0
947,15.783333,16.474,334,905,209,360.0
948,15.8,16.607,287,954,210,364.0
949,15.816667,16.564,256,901,143,370.0
950,15.833333,16.558,244,880,148,374.0
951,15.85,16.537,246,728,142,378.0
952,15.866667,16.529,233,753,117,386.0
953,15.883333,16.518,204,661,115,394.0
954,15.9,16.521,213,598,135,400.0
955,15.916667,16.503,213,521,111,408.0
956,15.933333,16.508,217,597,134,414.0
957,15.95,16.512,227,539,80,420.0
958,15.966667,16.51,220,538,70,424.0
959,15.983333,16.512,216,556,100,428.0
960,16.0,16.532,194,504,71,431.0
961,16.016667,16.528,222,476,53,434.0
962,16.033333,16.521,196,485,48,436.0
963,16.05,16.511,199,506,51,437.0
964,16.066667,16.504,211,497,46,438.0
965,16.083333,16.493,216,487,41,440.0
966,16.1,16.458,195,484,38,442.0
967,16.116667,16.474,194,466,50,444.0
968,16.133333,16.45,190,453,44,446.0
969,16.15,16.438,192,434,41,448.0
970,16.166667,16.441,202,461,37,448.0
971,16.183333,16.435,214,501,36,450.0
972,16.2,16.438,201,497,35,450.0
973,16.216667,16.433,213,505,38,450.0
974,16.233333,16.431,220,480,37,450.0
975,16.25,16.436,208,456,35,450.0
976,16.266667,16.442,210,509,32,450.0
977,16.283333,16.449,210,495,28,448.0
978,16.3,16.454,171,517,42,446.0
979,16.316667,16.463,195,522,37,442.0
980,16.333333,16.466,216,525,44,438.0
981,16.35,16.481,215,540,71,433.0
982,16.366667,16.482,217,609,86,430.0
983,16.383333,16.49,211,555,72,424.0
984,16.4,16.495,201,535,73,418.0
985,16.416667,16.494,262,579,84,414.0
986,16.433333,16.501,250,603,107,408.0
987,16.45,16.501,225,612,102,402.0
988,16.466667,16.508,243,575,109,398.0
989,16.483333,16.504,205,622,104,396.0
990,16.5,16.508,260,630,116,390.0
991,16.516667,16.515,258,666,126,386.0
992,16.533333,16.513,263,753,129,384.0
993,16.55,16.506,278,791,140,378.0
994,16.566667,16.504,253,879,184,376.0
995,16.583333,16.502,249,904,211,372.0
996,16.6,16.493,258,939,170,368.0
997,16.616667,16.484,245,1031,201,366.0
998,16.633333,16.467,252,1039,198,364.0
999,16.65,16.464,294,1005,145,360.0
1000,16.666667,16.454,304,1001,150,358.0
1001,16.683333,16.442,304,1057,152,356.0
1002,16.7,16.445,323,1088,151,356.0
1003,16.716667,16.44,329,1134,155,354.0
1004,16.733333,16.428,366,1087,153,354.0
1005,16.75,16.426,347,1085,155,354.0
1006,16.766667,16.429,367,1022,154,356.0
1007,16.783333,16.428,379,1074,151,356.0
1008,16.8,16.439,357,1093,170,356.0
1009,16.816667,16.444,351,1154,229,358.0
1010,16.833333,16.439,334,1097,202,358.0
1011,16.85,16.454,329,1034,188,360.0
1012,16.866667,16.46,358,1050,165,360.0
1013,16.883333,16.465,296,987,164,360.0
1014,16.9,16.484,310,1002,160,362.0
1015,16.916667,16.483,346,983,154,362.0
1016,16.933333,16.48,310,925,167,362.0
1017,16.95,16.492,338,910,179,364.0
1018,16.966667,16.491,318,815,138,364.0
1019,16.983333,16.497,322,857,152,364.0
1020,17.0,16.523,315,868,152,363.0
1021,17.016667,16.495,296,939,151,363.0
1022,17.033333,16.493,329,900,150,363.0
1023,17.05,16.503,324,922,165,364.0
1024,17.066667,16.505,321,913,168,364.0
1025,17.083333,16.509,306,956,180,364.0
1026,17.1,16.508,313,1001,189,362.0
1027,17.116667,16.508,306,959,189,363.0
1028,17.133333,16.504,341,903,164,362.0
1029,17.15,16.499,322,877,140,362.0
1030,17.166667,16.487,318,922,173,362.0
1031,17.183333,16.483,333,948,156,362.0
1032,17.2,16.465,290,961,159,362.0
1033,17.216667,16.451,327,941,161,362.0
1034,17.233333,16.451,295,963,155,362.0
1035,17.25,16.44,328,1064,182,361.0
1036,17.266667,16.435,338,1080,209,361.0
1037,17.283333,16.44,308,1073,191,361.0
1038,17.3,16.429,304,1098,184,362.0
1039,17.316667,16.437,305,956,143,368.0
1040,17.333333,16.438,253,906,153,370.0
1041,17.35,16.442,244,866,142,374.0
1042,17.366667,16.445,244,761,121,386.0
1043,17.383333,16.441,233,643,112,394.0
1044,17.4,16.453,248,587,111,400.0
1045,17.416667,16.46,264,603,97,408.0
1046,17.433333,16.474,242,622,103,414.0
1047,17.45,16.48,242,578,64,418.0
1048,17.466667,16.484,219,586,87,426.0
1049,17.483333,16.492,216,608,105,428.0
1050,17.5,16.49,225,514,58,430.0
1051,17.516667,16.5,213,547,54,434.0
1052,17.533333,16.497,228,517,52,434.0
1053,17.55,16.502,165,468,48,436.0
1054,17.566667,16.504,187,470,46,438.0
1055,17.583333,16.51,220,425,41,440.0
1056,17.6,16.515,183,470,44,442.0
1057,17.616667,16.516,178,470,38,444.0
1058,17.633333,16.523,190,437,40,446.0
1059,17.65,16.513,205,448,42,448.0
1060,17.666667,16.509,193,476,41,448.0
1061,17.683333,16.51,194,468,36,450.0
1062,17.7,16.507,202,479,37,450.0
1063,17.716667,16.501,191,476,39,450.0
1064,17.733333,16.485,191,453,38,450.0
1065,17.75,16.481,223,474,38,450.0
1066,17.766667,16.474,215,459,29,450.0
1067,17.783333,16.469,198,479,33,448.0
1068,17.8,16.463,191,485,36,446.0
1069,17.816667,16.445,187,502,34,444.0
1070,17.833333,16.449,204,547,48,438.0
1071,17.85,16.453,227,627,50,434.0
1072,17.866667,16.448,208,704,85,429.0
1073,17.883333,16.45,217,680,72,424.0
1074,17.9,16.446,237,634,76,418.0
1075,17.916667,16.447,254,612,81,412.0
1076,17.933333,16.449,276,692,113,408.0
1077,17.95,16.455,248,613,105,402.0
1078,17.966667,16.46,249,691,112,398.0
1079,17.983333,16.461,261,689,113,394.0
1080,18.0,16.493,245,677,115,390.0
1081,18.016667,16.479,255,718,117,387.0
1082,18.033333,16.5,256,774,130,383.0
1083,18.05,16.487,272,747,122,379.0
1084,18.066667,16.488,271,892,145,376.0
1085,18.083333,16.487,242,1048,231,373.0
1086,18.1,16.486,259,994,188,368.0
1087,18.116667,16.493,269,951,179,366.0
1088,18.133333,16.5,302,968,179,362.0
1089,18.15,16.503,326,1004,151,360.0
1090,18.166667,16.503,357,995,156,358.0
1091,18.183333,16.511,370,977,154,356.0
1092,18.2,16.51,388,958,162,356.0
1093,18.216667,16.508,390,959,162,354.0
1094,18.233333,16.504,337,985,159,354.0
1095,18.25,16.499,382,970,153,354.0
1096,18.266667,16.492,374,969,159,356.0
1097,18.283333,16.486,366,938,162,356.0
1098,18.3,16.468,348,955,156,356.0
1099,18.316667,16.458,313,1073,240,358.0
1100,18.333333,16.453,308,1046,196,358.0
1101,18.35,16.448,329,1073,191,360.0
1102,18.366667,16.444,321,1019,164,360.0
1103,18.383333,16.447,351,1037,159,361.0
1104,18.4,16.442,363,1054,157,362.0
1105,18.416667,16.439,345,1051,156,362.0
1106,18.433333,16.438,362,988,156,362.0
1107,18.45,16.438,346,1055,153,364.0
1108,18.466667,16.449,334,1081,199,364.0
1109,18.483333,16.452,296,995,147,364.0
1110,18.5,16.455,313,1110,152,363.0
1111,18.516667,16.465,294,1061,153,363.0
1112,18.533333,16.468,284,1084,151,363.0
1113,18.55,16.479,316,1026,151,364.0
1114,18.566667,16.488,326,1044,159,364.0
1115,18.583333,16.494,323,1036,173,362.0
1116,18.6,16.499,333,1012,185,364.0
1117,18.616667,16.494,317,973,174,364.0
1118,18.633333,16.5,324,913,196,363.0
1119,18.65,16.5,331,835,149,362.0
1120,18.666667,16.504,334,921,160,362.0
1121,18.683333,16.512,339,916,160,362.0
1122,18.7,16.516,353,888,155,362.0
1123,18.716667,16.518,309,920,167,362.0
1124,18.733333,16.523,357,961,161,361.0
1125,18.75,16.523,341,946,177,361.0
1126,18.766667,16.52,333,1021,213,362.0
1127,18.783333,16.519,322,981,193,361.0
1128,18.8,16.509,291,908,142,362.0
1129,18.816667,16.503,300,814,146,366.0
1130,18.833333,16.487,237,802,145,372.0
1131,18.85,16.491,267,869,137,378.0
1132,18.866667,16.48,269,836,128,382.0
1133,18.883333,16.471,261,684,111,392.0
1134,18.9,16.466,280,575,112,398.0
1135,18.916667,16.458,250,636,117,404.0
1136,18.933333,16.459,247,658,123,412.0
1137,18.95,16.449,244,638,114,418.0
1138,18.966667,16.452,233,682,58,422.0
1139,18.983333,16.448,244,675,85,426.0
1140,19.0,16.449,242,629,78,430.0
1141,19.016667,16.448,241,570,59,431.0
1142,19.033333,16.463,231,614,54,434.0
1143,19.05,16.459,227,605,48,436.0
1144,19.066667,16.452,219,543,44,438.0
1145,19.083333,16.466,224,537,42,440.0
1146,19.1,16.473,225,523,44,442.0
1147,19.116667,16.47,220,528,42,445.0
1148,19.133333,16.485,225,530,54,446.0
1149,19.15,16.491,228,501,40,448.0
1150,19.166667,16.483,201,503,41,448.0
1151,19.183333,16.496,219,488,39,448.0
1152,19.2,16.495,210,485,30,449.0
1153,19.216667,16.497,233,496,28,450.0
1154,19.233333,16.501,227,479,22,450.0
1155,19.25,16.506,213,455,22,450.0
1156,19.266667,16.506,208,455,20,450.0
1157,19.283333,16.509,213,450,24,448.0
1158,19.3,16.513,192,457,27,447.0
1159,19.316667,16.514,190,488,59,444.0
1160,19.333333,16.514,193,411,45,442.0
1161,19.35,16.504,211,452,48,436.0
1162,19.366667,16.502,202,516,94,432.0
1163,19.383333,16.487,214,586,83,426.0
1164,19.4,16.48,207,637,76,420.0
1165,19.416667,16.47,215,515,77,416.0
1166,19.433333,16.456,261,472,37,410.0
1167,19.45,16.45,243,634,95,406.0
1168,19.466667,16.436,239,524,104,400.0
1169,19.483333,16.436,225,614,110,396.0
1170,19.5,16.432,265,763,113,392.0
1171,19.516667,16.433,249,764,123,388.0
1172,19.533333,16.433,251,762,129,386.0
1173,19.55,16.43,257,830,136,382.0
1174,19.566667,16.436,246,889,142,378.0
1175,19.583333,16.44,252,994,203,374.0
1176,19.6,16.449,231,1054,199,370.0
1177,19.616667,16.449,249,1069,179,368.0
1178,19.633333,16.46,248,1094,204,364.0
1179,19.65,16.47,281,1067,168,360.0
1180,19.666667,16.466,313,1073,142,359.0
1181,19.683333,16.48,312,1058,152,356.0
1182,19.7,16.476,298,1077,167,356.0
1183,19.716667,16.478,330,992,156,355.0
1184,19.733333,16.49,350,943,145,354.0
1185,19.75,16.489,380,949,158,354.0
1186,19.766667,16.479,343,939,159,354.0
1187,19.783333,16.487,368,901,154,356.0
1188,19.8,16.487,367,930,146,356.0
1189,19.816667,16.498,325,1002,227,356.0
1190,19.833333,16.504,334,1008,184,358.0
1191,19.85,16.512,312,981,173,358.0
1192,19.866667,16.516,300,953,167,360.0
1193,19.883333,16.513,289,927,169,360.0
1194,19.9,16.512,328,860,159,361.0
1195,19.916667,16.505,352,864,171,362.0
1196,19.933333,16.497,332,887,173,362.0
1197,19.95,16.491,342,900,173,362.0
1198,19.966667,16.465,354,928,181,364.0
1199,19.983333,16.463,312,877,161,364.0
1200,20.0,16.452,296,884,151,364.0
1201,20.016667,16.437,303,980,154,363.0
1202,20.033333,16.452,271,1035,156,362.0
1203,20.05,16.443,290,1025,154,363.0
1204,20.066667,16.434,268,1071,170,362.0
1205,20.083333,16.434,280,1098,176,362.0
1206,20.1,16.443,311,1058,179,362.0
1207,20.116667,16.446,303,1084,191,364.0
1208,20.133333,16.453,320,1089,182,362.0
1209,20.15,16.446,324,1054,162,362.0
1210,20.166667,16.446,318,1079,175,362.0
1211,20.183333,16.461,302,1107,173,362.0
1212,20.2,16.463,348,1014,173,362.0
1213,20.216667,16.479,314,1022,167,362.0
1214,20.233333,16.485,319,1036,168,362.0
1215,20.25,16.492,343,943,155,362.0
1216,20.266667,16.5,342,994,210,362.0
1217,20.283333,16.495,305,955,186,362.0
1218,20.3,16.497,356,957,200,360.0
1219,20.316667,16.497,328,931,180,360.0
1220,20.333333,16.497,325,911,168,360.0
1221,20.35,16.502,337,868,162,360.0
1222,20.366667,16.51,333,920,165,360.0
1223,20.383333,16.511,342,946,165,360.0
1224,20.4,16.503,304,961,240,360.0
1225,20.416667,16.508,321,890,199,360.0
1226,20.433333,16.502,295,962,240,360.0
1227,20.45,16.502,331,902,223,360.0
1228,20.466667,16.503,306,917,235,360.0
1229,20.483333,16.494,300,909,224,360.0
1230,20.5,16.48,289,909,202,362.0
1231,20.516667,16.461,164,854,141,368.0
1232,20.533333,16.454,221,816,145,372.0
1233,20.55,16.455,163,929,144,376.0
1234,20.566667,16.44,230,711,130,384.0
1235,20.583333,16.435,218,633,114,392.0
1236,20.6,16.443,225,645,116,396.0
1237,20.616667,16.433,168,644,108,406.0
1238,20.633333,16.423,153,721,103,414.0
1239,20.65,16.425,186,701,113,418.0
1240,20.666667,16.433,182,618,54,420.0
1241,20.683333,16.433,155,673,109,428.0
1242,20.7,16.44,187,607,63,430.0
1243,20.716667,16.446,196,605,60,430.0
1244,20.733333,16.446,168,566,57,432.0
1245,20.75,16.455,160,557,51,434.0
1246,20.766667,16.461,171,553,52,438.0
1247,20.783333,16.474,178,532,44,440.0
1248,20.8,16.484,185,503,42,441.0
1249,20.816667,16.486,173,456,35,444.0
1250,20.833333,16.494,195,482,49,446.0
1251,20.85,16.497,162,451,41,447.0
1252,20.866667,16.502,174,468,42,448.0
1253,20.883333,16.494,160,466,42,448.0
1254,20.9,16.501,132,467,36,450.0
1255,20.916667,16.501,133,441,36,450.0
1256,20.933333,16.503,143,458,36,450.0
1257,20.95,16.505,167,450,38,450.0
1258,20.966667,16.512,161,465,37,450.0
1259,20.983333,16.512,155,455,39,449.0
1260,21.0,16.522,116,436,40,448.0
1261,21.016667,16.508,156,420,40,444.0
1262,21.033333,16.508,166,402,40,440.0
1263,21.05,16.502,146,517,80,435.0
1264,21.066667,16.491,136,535,65,430.0
1265,21.083333,16.476,152,625,78,424.0
1266,21.1,16.466,165,665,78,418.0
1267,21.116667,16.459,182,535,74,414.0
1268,21.133333,16.452,211,669,116,408.0
1269,21.15,16.448,196,726,101,404.0
1270,21.166667,16.44,206,679,110,400.0
